No;No. Pendaftaran KIP;Nama Siswa2;Prodi;NIK;No. Kartu Keluarga;NIK Kepala Keluarga;NISN;Status DTKS;Validasi DTKS;Status P3KE;Validasi P3KE;No. KIP;Validasi KIP;No. KKS;Asal Sekolah;Kab/Kota Sekolah;Provinsi Sekolah;Tempat Lahir;Tanggal Lahir;Jenis Kelamin;Alamat Tinggal;No. Handphone;Alamat Email;Alamat IG/ Twitter/ Tiktok;Nama Ayah;Pekerjaan Ayah;Ket. Pekerjaan Ayah;Penghasilan Ayah; Ket. Penghasilan Ayah/ bln ;Status Ayah;Nama Ibu;Pekerjaan Ibu;Ket. Pekerjaan Ibu;Penghasilan Ibu; Ket. Penghasilan Ibu/ bln ;Status Ibu;Wali (jika ada); Penghasilan lain/ bln ;Jumlah Tanggungan;Jml Tanggungan Sebenarnya; Nominal per kapita ;Kepemilikan Rumah;Tahun Perolehan;Sumber Listrik;Luas Tanah;Luas Bangunan;Sumber Air;MCK;Kondisi Rumah;Jarak Pusat Kota (KM);Prestasi;Rekomendasi;Alasan;Nama Pewawancara;Alasan Penguat nanti jadi role model undip
125;1125.203.99926.8218.001;Siswa SNBP 125;S1 KEDOKTERAN;3304477514203067;3305079415465410;3309488613745684;0013682462;Belum Terdata;tidak ada;Belum Terdata;tidak ada;-;tidak ada;-;SMAN 5 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;L;Jl. Merdeka;081235346027;siswa125@gmail.com;ig: @siswa125;Nama Ayah;Peg. Swasta;Pekerjaan Detail;> Rp. 3.000.000;7049036;Hidup;Nama Ibu;Wirausaha;Pekerja;> Rp. 2.000.000;2526176;Hidup;;0;6 Orang;6;1595868;Sendiri;2001;PLN;50-99 M2;< 25 M2;PDAM;Kepemilikan Sendiri Didalam;Tidak Layak Menerima Beasiswa;25;Medali Emas Olimpiade Sains Nasional;Tidak diusulkan menerima KIP;Penghasilan orang tua melebihi batas, aset memadai;Rina Amelia;Mampu membayar UKT mandiri.
126;1125.203.99966.3224.001;Siswa SNBP 126;S1 TEKNIK INFORMATIKA;3306883486880190;3309350989588444;3302807439725872;0035043301;Terdata;ada;Terdata: Desil 4;ada;A1B2C2;ada;KKS009;SMAN 5 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;P;Jl. Merdeka;081225856461;siswa126@gmail.com;ig: @siswa126;Nama Ayah;Peg. Swasta;Pekerjaan Detail;Rp. 750.001 - Rp. 1.000.000;621071;Hidup;Nama Ibu;Peg. Swasta;Pekerja;Rp. 250.001 - Rp. 1.000.000;259794;Hidup;;0;2 Orang;2;440432;Sendiri;2012;PLN;50-99 M2;>200 M2;PDAM;Kepemilikan Sendiri Didalam;Layak Menerima Beasiswa;29;Juara 1 OSN Tingkat Provinsi;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Dwi Kurniawan;Siswa SNBP berprestasi, tekad kuat.
127;1125.203.99960.6230.001;Siswa SNBP 127;S1 TEKNIK INFORMATIKA;3306573819435081;3309926803138046;3302398788882226;0077504625;Terdata;ada;Terdata: Desil 3;ada;A1B2C2;ada;KKS002;SMAN 4 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;P;Jl. Merdeka;081233262980;siswa127@gmail.com;ig: @siswa127;Nama Ayah;Wirausaha;Pekerjaan Detail;Rp. 1.000.001 - Rp. 2.000.000;1078640;Hidup;Nama Ibu;Peg. Swasta;Pekerja;Rp. 250.001 - Rp. 1.000.000;458587;Hidup;;0;5 Orang;5;307445;Sewa Bulanan;2016;PLN;>200 M2;< 25 M2;PDAM;Kepemilikan Sendiri Diluar;Layak Menerima Beasiswa;29;Juara 1 FLS2N Tingkat Nasional;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Dwi Kurniawan;Siswa SNBP berprestasi, tekad kuat.
128;1125.203.99943.1891.001;Siswa SNBP 128;S1 KESEHATAN MASYARAKAT;3303383506462999;3302119469915054;3306160249799832;0065630367;Terdata;ada;Terdata: Desil 3;ada;A1B2C1;ada;KKS009;SMAN 3 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;L;Jl. Merdeka;081274961873;siswa128@gmail.com;ig: @siswa128;Nama Ayah;Buruh Harian;Pekerjaan Detail;Rp. 750.001 - Rp. 1.000.000;891647;Hidup;Nama Ibu;Wirausaha;Pekerja;Rp. 250.001 - Rp. 1.000.000;63972;Hidup;;0;2 Orang;2;477809;Sewa Tahunan;1994;PLN;25-50 M2;100 - 200 M2;Sumur;Berbagi Pakai;Layak Menerima Beasiswa;8;Ketua OSIS SMA 2 Periode;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Andi Pratama;Siswa SNBP berprestasi, tekad kuat.
129;1125.203.99994.4085.001;Siswa SNBP 129;S1 TEKNIK INFORMATIKA;3303696029884498;3308052011520272;3309221745485241;0035387523;Belum Terdata;tidak ada;Belum Terdata;tidak ada;-;tidak ada;-;SMAN 2 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;L;Jl. Merdeka;081251302594;siswa129@gmail.com;ig: @siswa129;Nama Ayah;Buruh Harian;Pekerjaan Detail;> Rp. 3.000.000;5657365;Hidup;Nama Ibu;Wirausaha;Pekerja;> Rp. 2.000.000;3584079;Hidup;;0;3 Orang;3;3080481;Sendiri;2020;PLN;100 - 200 M2;>200 M2;Sungai/Mata Air;Kepemilikan Sendiri Diluar;Tidak Layak Menerima Beasiswa;41;Eligible 1 Rumpun Saintek;Tidak diusulkan menerima KIP;Penghasilan orang tua melebihi batas, aset memadai;Dwi Kurniawan;Mampu membayar UKT mandiri.
130;1125.203.99936.5155.001;Siswa SNBP 130;S1 TEKNIK INFORMATIKA;3308361339085168;3303499238751876;3302308713243912;0031749601;Terdata;ada;Terdata: Desil 3;ada;A1B2C1;ada;KKS003;SMAN 1 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;P;Jl. Merdeka;081289503211;siswa130@gmail.com;ig: @siswa130;Nama Ayah;Wirausaha;Pekerjaan Detail;Rp. 750.001 - Rp. 1.000.000;832916;Hidup;Nama Ibu;Wirausaha;Pekerja;Rp. 250.001 - Rp. 1.000.000;27795;Hidup;;0;5 Orang;5;172142;Sewa Bulanan;2005;PLN;>200 M2;>200 M2;Sumur;Kepemilikan Sendiri Diluar;Layak Menerima Beasiswa;46;Juara Umum 1 Paralel Sekolah;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Budi Santoso;Siswa SNBP berprestasi, tekad kuat.
131;1125.203.99914.2500.001;Siswa SNBP 131;S1 TEKNIK SIPIL;3308606079686377;3305097368896612;3301940562400743;0093716216;Terdata;ada;Terdata: Desil 2;ada;A1B2C9;ada;KKS001;SMAN 1 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;L;Jl. Merdeka;081268153072;siswa131@gmail.com;ig: @siswa131;Nama Ayah;TIDAK BEKERJA;Pekerjaan Detail;Rp. 750.001 - Rp. 1.000.000;608698;Hidup;Nama Ibu;Peg. Swasta;Pekerja;Rp. 250.001 - Rp. 1.000.000;464248;Hidup;;0;5 Orang;5;214589;Sendiri;2001;PLN;100 - 200 M2;>200 M2;Sungai/Mata Air;Kepemilikan Sendiri Diluar;Layak Menerima Beasiswa;31;Ketua OSIS SMA 2 Periode;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Dwi Kurniawan;Siswa SNBP berprestasi, tekad kuat.
132;1125.203.99923.5420.001;Siswa SNBP 132;S1 MANAJEMEN;3307327138903973;3302549676978139;3308490622518192;0037232015;Terdata;ada;Terdata: Desil 1;ada;A1B2C3;ada;KKS008;SMAN 1 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;L;Jl. Merdeka;081269946043;siswa132@gmail.com;ig: @siswa132;Nama Ayah;Petani;Pekerjaan Detail;Rp. 750.001 - Rp. 1.000.000;948686;Hidup;Nama Ibu;Peg. Swasta;Pekerja;Rp. 250.001 - Rp. 1.000.000;204659;Hidup;;0;4 Orang;4;288336;Sewa Tahunan;1998;PLN;25-50 M2;25-50 M2;Sumur;Kepemilikan Sendiri Diluar;Layak Menerima Beasiswa;8;Juara 1 OSN Tingkat Provinsi;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Rina Amelia;Siswa SNBP berprestasi, tekad kuat.
133;1125.203.99946.6884.001;Siswa SNBP 133;S1 TEKNIK INFORMATIKA;3309311289241414;3306154051141912;3301375420845713;0032219167;Terdata;ada;Terdata: Desil 1;ada;A1B2C7;ada;KKS001;SMAN 3 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;P;Jl. Merdeka;081238535543;siswa133@gmail.com;ig: @siswa133;Nama Ayah;Peg. Swasta;Pekerjaan Detail;Rp. 1.000.001 - Rp. 2.000.000;1034393;Hidup;Nama Ibu;Wirausaha;Pekerja;Rp. 250.001 - Rp. 1.000.000;251835;Hidup;;0;2 Orang;2;643114;Sewa Bulanan;2008;PLN;>200 M2;< 25 M2;PDAM;Kepemilikan Sendiri Didalam;Layak Menerima Beasiswa;42;Juara 1 Lomba KTI Nasional;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Andi Pratama;Siswa SNBP berprestasi, tekad kuat.
134;1125.203.99916.6673.001;Siswa SNBP 134;S1 PSIKOLOGI;3303687302110593;3308064773425408;3308837842015837;0081164196;Terdata;ada;Terdata: Desil 2;ada;A1B2C1;ada;KKS004;SMAN 5 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;P;Jl. Merdeka;081281876578;siswa134@gmail.com;ig: @siswa134;Nama Ayah;Lainnya;Pekerjaan Detail;Rp. 750.001 - Rp. 1.000.000;610061;Hidup;Nama Ibu;Wirausaha;Pekerja;Rp. 250.001 - Rp. 1.000.000;183213;Hidup;;0;5 Orang;5;158654;Sendiri;2007;PLN;25-50 M2;< 25 M2;Sumur;Kepemilikan Sendiri Diluar;Layak Menerima Beasiswa;12;Medali Emas Olimpiade Sains Nasional;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Rina Amelia;Siswa SNBP berprestasi, tekad kuat.
135;1125.203.99955.6957.001;Siswa SNBP 135;S1 ILMU HUKUM;3309717412044635;3302122743076342;3301961345359612;0024656329;Belum Terdata;tidak ada;Terdata: Desil 7;tidak ada;-;tidak ada;-;SMAN 5 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;L;Jl. Merdeka;081240342036;siswa135@gmail.com;ig: @siswa135;Nama Ayah;Wirausaha;Pekerjaan Detail;> Rp. 3.000.000;4073204;Hidup;Nama Ibu;Peg. Swasta;Pekerja;> Rp. 2.000.000;1054800;Hidup;;0;5 Orang;5;1025600;Sendiri;2012;PLN;50-99 M2;25-50 M2;Sumur;Kepemilikan Sendiri Didalam;Tidak Layak Menerima Beasiswa;33;Juara 1 FLS2N Tingkat Nasional;Tidak diusulkan menerima KIP;Penghasilan orang tua melebihi batas, aset memadai;Siska Nurul;Mampu membayar UKT mandiri.
136;1125.203.99994.6886.001;Siswa SNBP 136;S1 TEKNIK INFORMATIKA;3308984645338774;3305195033738441;3303899268275919;0023362267;Terdata;ada;Terdata: Desil 2;ada;A1B2C7;ada;KKS007;SMAN 3 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;L;Jl. Merdeka;081256362268;siswa136@gmail.com;ig: @siswa136;Nama Ayah;Petani;Pekerjaan Detail;Rp. 750.001 - Rp. 1.000.000;679842;Hidup;Nama Ibu;Wirausaha;Pekerja;Rp. 250.001 - Rp. 1.000.000;401418;Hidup;;0;3 Orang;3;360420;Sendiri;2001;PLN;25-50 M2;< 25 M2;Sungai/Mata Air;Kepemilikan Sendiri Didalam;Layak Menerima Beasiswa;2;Juara 1 Lomba KTI Nasional;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Dwi Kurniawan;Siswa SNBP berprestasi, tekad kuat.
137;1125.203.99974.5539.001;Siswa SNBP 137;S1 TEKNIK SIPIL;3301126417171875;3301186381562857;3306565863600526;0063778942;Terdata;ada;Terdata: Desil 4;ada;A1B2C7;ada;KKS007;SMAN 4 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;L;Jl. Merdeka;081288227446;siswa137@gmail.com;ig: @siswa137;Nama Ayah;Peg. Swasta;Pekerjaan Detail;Rp. 750.001 - Rp. 1.000.000;892263;Hidup;Nama Ibu;Peg. Swasta;Pekerja;Rp. 250.001 - Rp. 1.000.000;11078;Hidup;;0;2 Orang;2;451670;Sewa Tahunan;2015;PLN;25-50 M2;100 - 200 M2;Sumur;Kepemilikan Sendiri Didalam;Layak Menerima Beasiswa;11;Juara 2 Debat Bahasa Indonesia Provinsi;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Rina Amelia;Siswa SNBP berprestasi, tekad kuat.
138;1125.203.99932.6636.001;Siswa SNBP 138;S1 TEKNIK SIPIL;3303588791143798;3301559378173428;3308926606022728;0038851226;Terdata;ada;Terdata: Desil 1;ada;A1B2C7;ada;KKS002;SMAN 3 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;L;Jl. Merdeka;081213344053;siswa138@gmail.com;ig: @siswa138;Nama Ayah;Peg. Swasta;Pekerjaan Detail;Rp. 1.000.001 - Rp. 2.000.000;1366638;Hidup;Nama Ibu;Peg. Swasta;Pekerja;Rp. 250.001 - Rp. 1.000.000;54221;Hidup;;0;2 Orang;2;710429;Sewa Tahunan;2000;PLN;50-99 M2;>200 M2;PDAM;Kepemilikan Sendiri Diluar;Layak Menerima Beasiswa;17;Juara Umum 1 Paralel Sekolah;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Rina Amelia;Siswa SNBP berprestasi, tekad kuat.
139;1125.203.99981.8715.001;Siswa SNBP 139;S1 PSIKOLOGI;3305826134210375;3303922003581291;3305390915805474;0072837585;Terdata;ada;Terdata: Desil 2;ada;A1B2C6;ada;KKS007;SMAN 2 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;L;Jl. Merdeka;081262573836;siswa139@gmail.com;ig: @siswa139;Nama Ayah;Peg. Swasta;Pekerjaan Detail;Rp. 750.001 - Rp. 1.000.000;519184;Hidup;Nama Ibu;Peg. Swasta;Pekerja;Rp. 250.001 - Rp. 1.000.000;304744;Hidup;;0;4 Orang;4;205982;Menumpang;2003;PLN;< 25 M2;>200 M2;Sumur;Berbagi Pakai;Layak Menerima Beasiswa;2;Medali Emas Olimpiade Sains Nasional;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Dwi Kurniawan;Siswa SNBP berprestasi, tekad kuat.
140;1125.203.99933.1562.001;Siswa SNBP 140;S1 KESEHATAN MASYARAKAT;3302126033527882;3308092449526483;3306638148725158;0095703179;Belum Terdata;tidak ada;Terdata: Desil 7;tidak ada;-;tidak ada;-;SMAN 4 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;P;Jl. Merdeka;081216535414;siswa140@gmail.com;ig: @siswa140;Nama Ayah;Petani;Pekerjaan Detail;> Rp. 3.000.000;5861078;Hidup;Nama Ibu;Wirausaha;Pekerja;> Rp. 2.000.000;3162078;Hidup;;0;4 Orang;4;2255789;Sendiri;2015;PLN;50-99 M2;50-99 M2;Sumur;Kepemilikan Sendiri Didalam;Tidak Layak Menerima Beasiswa;14;Juara 1 Lomba KTI Nasional;Tidak diusulkan menerima KIP;Penghasilan orang tua melebihi batas, aset memadai;Siska Nurul;Mampu membayar UKT mandiri.
141;1125.203.99915.8156.001;Siswa SNBP 141;S1 ILMU HUKUM;3305725277796238;3301744412856455;3309173113707582;0095317638;Belum Terdata;tidak ada;Belum Terdata;tidak ada;-;tidak ada;-;SMAN 3 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;P;Jl. Merdeka;081219476943;siswa141@gmail.com;ig: @siswa141;Nama Ayah;Buruh Harian;Pekerjaan Detail;> Rp. 3.000.000;4635110;Hidup;Nama Ibu;Wirausaha;Pekerja;Rp. 250.001 - Rp. 1.000.000;581319;Hidup;;0;6 Orang;6;869404;Sendiri;2000;PLN;25-50 M2;>200 M2;Sumur;Berbagi Pakai;Tidak Layak Menerima Beasiswa;5;Juara Umum 1 Paralel Sekolah;Tidak diusulkan menerima KIP;Penghasilan orang tua melebihi batas, aset memadai;Siska Nurul;Mampu membayar UKT mandiri.
142;1125.203.99919.1460.001;Siswa SNBP 142;S1 ILMU KOMUNIKASI;3305352584995809;3308482022689154;3304356041897476;0047502393;Terdata;ada;Terdata: Desil 2;ada;A1B2C9;ada;KKS005;SMAN 2 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;L;Jl. Merdeka;081223437679;siswa142@gmail.com;ig: @siswa142;Nama Ayah;Buruh Harian;Pekerjaan Detail;Rp. 750.001 - Rp. 1.000.000;849267;Hidup;Nama Ibu;Peg. Swasta;Pekerja;Rp. 250.001 - Rp. 1.000.000;396276;Hidup;;0;3 Orang;3;415181;Sewa Tahunan;2021;PLN;>200 M2;< 25 M2;Sumur;Kepemilikan Sendiri Didalam;Layak Menerima Beasiswa;2;Medali Emas Olimpiade Sains Nasional;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Siska Nurul;Siswa SNBP berprestasi, tekad kuat.
143;1125.203.99962.9310.001;Siswa SNBP 143;S1 TEKNIK INFORMATIKA;3308260941199550;3307283462260693;3307901003457392;0046634071;Terdata;ada;Terdata: Desil 1;ada;A1B2C8;ada;KKS003;SMAN 5 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;P;Jl. Merdeka;081230710813;siswa143@gmail.com;ig: @siswa143;Nama Ayah;Petani;Pekerjaan Detail;Rp. 750.001 - Rp. 1.000.000;541260;Hidup;Nama Ibu;Wirausaha;Pekerja;Rp. 250.001 - Rp. 1.000.000;164961;Hidup;;0;5 Orang;5;141244;Sewa Tahunan;2004;PLN;100 - 200 M2;< 25 M2;Sungai/Mata Air;Kepemilikan Sendiri Diluar;Layak Menerima Beasiswa;18;Juara Umum 1 Paralel Sekolah;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Dwi Kurniawan;Siswa SNBP berprestasi, tekad kuat.
144;1125.203.99986.2541.001;Siswa SNBP 144;S1 AKUNTANSI;3303509704242882;3304960882742964;3301193948796592;0097505965;Belum Terdata;tidak ada;Terdata: Desil 5;tidak ada;-;tidak ada;-;SMAN 2 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;L;Jl. Merdeka;081221960140;siswa144@gmail.com;ig: @siswa144;Nama Ayah;Peg. Swasta;Pekerjaan Detail;> Rp. 3.000.000;5695334;Hidup;Nama Ibu;Wirausaha;Pekerja;Rp. 250.001 - Rp. 1.000.000;90991;Hidup;;0;3 Orang;3;1928775;Sendiri;2001;PLN;< 25 M2;25-50 M2;PDAM;Kepemilikan Sendiri Diluar;Tidak Layak Menerima Beasiswa;35;Juara Umum 1 Paralel Sekolah;Tidak diusulkan menerima KIP;Penghasilan orang tua melebihi batas, aset memadai;Rina Amelia;Mampu membayar UKT mandiri.
145;1125.203.99961.5769.001;Siswa SNBP 145;S1 AGROEKOTEKNOLOGI;3301536859596101;3305292899957817;3309247308304881;0052972781;Terdata;ada;Terdata: Desil 3;ada;A1B2C3;ada;KKS001;SMAN 3 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;L;Jl. Merdeka;081277721557;siswa145@gmail.com;ig: @siswa145;Nama Ayah;Wirausaha;Pekerjaan Detail;Rp. 1.000.001 - Rp. 2.000.000;1456401;Hidup;Nama Ibu;Peg. Swasta;Pekerja;Rp. 250.001 - Rp. 1.000.000;160275;Hidup;;0;2 Orang;2;808338;Sewa Bulanan;2008;PLN;100 - 200 M2;< 25 M2;Sungai/Mata Air;Kepemilikan Sendiri Diluar;Layak Menerima Beasiswa;5;Juara 1 OSN Tingkat Provinsi;Tidak diusulkan menerima KIP;Penghasilan orang tua melebihi batas, aset memadai;Dwi Kurniawan;Mampu membayar UKT mandiri.
146;1125.203.99954.5452.001;Siswa SNBP 146;S1 ILMU KOMUNIKASI;3309321085757495;3302942338981906;3309197304139588;0070619661;Terdata;ada;Terdata: Desil 2;ada;A1B2C5;ada;KKS002;SMAN 5 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;L;Jl. Merdeka;081277348011;siswa146@gmail.com;ig: @siswa146;Nama Ayah;TIDAK BEKERJA;Pekerjaan Detail;Rp. 750.001 - Rp. 1.000.000;771668;Hidup;Nama Ibu;Peg. Swasta;Pekerja;Rp. 250.001 - Rp. 1.000.000;240619;Hidup;;0;2 Orang;2;506143;Sendiri;2021;PLN;< 25 M2;50-99 M2;Sumur;Berbagi Pakai;Layak Menerima Beasiswa;28;Ketua OSIS SMA 2 Periode;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Andi Pratama;Siswa SNBP berprestasi, tekad kuat.
147;1125.203.99943.9872.001;Siswa SNBP 147;S1 AKUNTANSI;3303235769440510;3304534255663682;3308953920512460;0083851019;Terdata;ada;Terdata: Desil 2;ada;A1B2C5;ada;KKS007;SMAN 2 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;L;Jl. Merdeka;081262492942;siswa147@gmail.com;ig: @siswa147;Nama Ayah;Buruh Harian;Pekerjaan Detail;Rp. 1.000.001 - Rp. 2.000.000;1061956;Hidup;Nama Ibu;Wirausaha;Pekerja;Rp. 250.001 - Rp. 1.000.000;114188;Hidup;;0;4 Orang;4;294036;Sewa Bulanan;2023;PLN;50-99 M2;>200 M2;Sungai/Mata Air;Kepemilikan Sendiri Didalam;Layak Menerima Beasiswa;25;Juara 1 FLS2N Tingkat Nasional;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Rina Amelia;Siswa SNBP berprestasi, tekad kuat.
148;1125.203.99991.9946.001;Siswa SNBP 148;S1 KESEHATAN MASYARAKAT;3306982460322120;3305079343222789;3305480933222904;0058637326;Terdata;ada;Terdata: Desil 4;ada;A1B2C5;ada;KKS002;SMAN 5 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;P;Jl. Merdeka;081261324192;siswa148@gmail.com;ig: @siswa148;Nama Ayah;TIDAK BEKERJA;Pekerjaan Detail;Rp. 750.001 - Rp. 1.000.000;542516;Hidup;Nama Ibu;Wirausaha;Pekerja;Rp. 250.001 - Rp. 1.000.000;15002;Hidup;;0;6 Orang;6;92919;Menumpang;2000;PLN;< 25 M2;100 - 200 M2;Sumur;Kepemilikan Sendiri Diluar;Layak Menerima Beasiswa;36;Medali Emas Olimpiade Sains Nasional;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Siska Nurul;Siswa SNBP berprestasi, tekad kuat.
149;1125.203.99931.6392.001;Siswa SNBP 149;S1 ILMU KOMUNIKASI;3308896351640360;3302990210644103;3303500208386626;0082827266;Terdata;ada;Terdata: Desil 3;ada;A1B2C3;ada;KKS004;SMAN 5 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;L;Jl. Merdeka;081237238342;siswa149@gmail.com;ig: @siswa149;Nama Ayah;TIDAK BEKERJA;Pekerjaan Detail;Rp. 1.000.001 - Rp. 2.000.000;1276431;Hidup;Nama Ibu;Peg. Swasta;Pekerja;Rp. 250.001 - Rp. 1.000.000;413436;Hidup;;0;5 Orang;5;337973;Sewa Tahunan;1995;PLN;>200 M2;< 25 M2;Sungai/Mata Air;Berbagi Pakai;Layak Menerima Beasiswa;14;Juara 1 FLS2N Tingkat Nasional;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Andi Pratama;Siswa SNBP berprestasi, tekad kuat.
150;1125.203.99980.6054.001;Siswa SNBP 150;S1 ILMU HUKUM;3308618581202835;3302001342406616;3302057748687348;0065504236;Terdata;ada;Terdata: Desil 3;ada;A1B2C6;ada;KKS001;SMAN 5 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;P;Jl. Merdeka;081213328911;siswa150@gmail.com;ig: @siswa150;Nama Ayah;TIDAK BEKERJA;Pekerjaan Detail;Rp. 1.000.001 - Rp. 2.000.000;1330107;Hidup;Nama Ibu;Peg. Swasta;Pekerja;Rp. 250.001 - Rp. 1.000.000;56006;Hidup;;0;6 Orang;6;231018;Menumpang;2011;PLN;25-50 M2;100 - 200 M2;PDAM;Kepemilikan Sendiri Diluar;Layak Menerima Beasiswa;31;Juara Umum 1 Paralel Sekolah;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Siska Nurul;Siswa SNBP berprestasi, tekad kuat.
151;1125.203.99979.7368.001;Siswa SNBP 151;S1 ILMU HUKUM;3309159781208130;3302208567082207;3304089235405079;0063167652;Belum Terdata;tidak ada;Belum Terdata;tidak ada;-;tidak ada;-;SMAN 5 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;L;Jl. Merdeka;081258736663;siswa151@gmail.com;ig: @siswa151;Nama Ayah;Wirausaha;Pekerjaan Detail;> Rp. 3.000.000;3354930;Hidup;Nama Ibu;Wirausaha;Pekerja;> Rp. 2.000.000;3996760;Hidup;;0;3 Orang;3;2450563;Sendiri;2018;PLN;< 25 M2;>200 M2;PDAM;Kepemilikan Sendiri Didalam;Tidak Layak Menerima Beasiswa;1;Medali Emas Olimpiade Sains Nasional;Tidak diusulkan menerima KIP;Penghasilan orang tua melebihi batas, aset memadai;Andi Pratama;Mampu membayar UKT mandiri.
152;1125.203.99927.3656.001;Siswa SNBP 152;S1 KESEHATAN MASYARAKAT;3308409549173961;3306203265274533;3305260728595573;0084206958;Belum Terdata;tidak ada;Belum Terdata;tidak ada;-;tidak ada;-;SMAN 1 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;P;Jl. Merdeka;081234397496;siswa152@gmail.com;ig: @siswa152;Nama Ayah;Wirausaha;Pekerjaan Detail;> Rp. 3.000.000;6084393;Hidup;Nama Ibu;Wirausaha;Pekerja;> Rp. 2.000.000;1251724;Hidup;;0;4 Orang;4;1834029;Sendiri;1994;PLN;< 25 M2;25-50 M2;PDAM;Kepemilikan Sendiri Didalam;Tidak Layak Menerima Beasiswa;18;Juara 1 FLS2N Tingkat Nasional;Tidak diusulkan menerima KIP;Penghasilan orang tua melebihi batas, aset memadai;Dwi Kurniawan;Mampu membayar UKT mandiri.
153;1125.203.99977.2040.001;Siswa SNBP 153;S1 KEDOKTERAN;3305350751623140;3301355440419121;3309992648233397;0093624820;Terdata;ada;Terdata: Desil 2;ada;A1B2C1;ada;KKS003;SMAN 4 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;L;Jl. Merdeka;081289700724;siswa153@gmail.com;ig: @siswa153;Nama Ayah;Lainnya;Pekerjaan Detail;Rp. 750.001 - Rp. 1.000.000;755351;Hidup;Nama Ibu;Peg. Swasta;Pekerja;Rp. 250.001 - Rp. 1.000.000;362817;Hidup;;0;2 Orang;2;559084;Sendiri;1998;PLN;< 25 M2;< 25 M2;Sumur;Berbagi Pakai;Layak Menerima Beasiswa;5;Juara 1 Lomba KTI Nasional;Diusulkan menerima KIP;Ekonomi sangat kurang, layak dibantu;Siska Nurul;Siswa SNBP berprestasi, tekad kuat.
154;1125.203.99929.2178.001;Siswa SNBP 154;S1 AGROEKOTEKNOLOGI;3309012253180156;3307812470111915;3307448280193515;0069913287;Belum Terdata;tidak ada;Belum Terdata;tidak ada;-;tidak ada;-;SMAN 1 KOTA;Kabupaten;Provinsi;Kota;12/12/2005;P;Jl. Merdeka;081272504004;siswa154@gmail.com;ig: @siswa154;Nama Ayah;Petani;Pekerjaan Detail;> Rp. 3.000.000;6173107;Hidup;Nama Ibu;Wirausaha;Pekerja;> Rp. 2.000.000;2257351;Hidup;;0;4 Orang;4;2107614;Sendiri;1992;PLN;50-99 M2;50-99 M2;Sumur;Kepemilikan Sendiri Diluar;Tidak Layak Menerima Beasiswa;23;Juara 1 FLS2N Tingkat Nasional;Tidak diusulkan menerima KIP;Penghasilan orang tua melebihi batas, aset memadai;Siska Nurul;Mampu membayar UKT mandiri.
